id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
26589,15686441,1600 sq ft Luxury Duplex Townhouse-Carroll Gardens,65879316539,unconfirmed,Lauren,Brooklyn,Carroll Gardens,40.67584,-74.00057,United States,US,TRUE,flexible,Entire home/apt,2012,$488 ,$98 ,2,6,01-06-2019,0.32,2,1,23,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
72859,41241362,Cute and roomy Bushwick apartment!,24945407411,verified,Dorothy,Brooklyn,Bushwick,40.69999,-73.93863,United States,US,FALSE,moderate,Entire home/apt,2019,"$1,092 ",$218 ,2,1,11-05-2015,0.02,3,1,0,,
64044,36372837,Bright 1Br * Midtown Prime * Elevator Building 3,63515875904,unconfirmed,Anthony And Elle,Manhattan,Midtown,40.7574,-73.96902,United States,US,TRUE,moderate,Entire home/apt,2005,$166 ,$33 ,30,4,09-05-2021,0.26,2,3,123,,
54305,30993988,Charming two bedroom/two bath,71937576484,unconfirmed,Alia,Brooklyn,Crown Heights,40.67197,-73.94006,United States,US,TRUE,flexible,Entire home/apt,2015,$211 ,$42 ,1,55,2/13/2022,0.76,4,1,248,,
16498,10113181,BRIGHT & COZY STUDIO FOR 2~EAST 60TH STREET,78144902683,unconfirmed,Ruchi,Manhattan,Upper East Side,40.76139,-73.96208,United States,US,FALSE,moderate,Entire home/apt,2005,$105 ,$21 ,30,0,,,5,49,3,,
55805,31822438,165 East 89th-1 bedroom duplex,53874980833,verified,Jeniffer,Manhattan,Upper East Side,40.78187,-73.95195,United States,US,TRUE,moderate,Entire home/apt,2022,$838 ,$168 ,30,1,02-01-2022,0.91,2,186,0,,
33488,19496758,A spacious room for females in Clinton Hill aptmnt,47461780064,verified,Priyanka,Brooklyn,Bedford-Stuyvesant,40.68932,-73.95887,United States,US,TRUE,flexible,Private room,2018,$58 ,$12 ,2,2,1/13/2019,0.19,3,1,0,,
73193,41425830,Zen very well located in Chelsea studio,35088344485,unconfirmed,Tatiane,Manhattan,Chelsea,40.73981,-74.00031,United States,US,TRUE,moderate,Entire home/apt,2010,"$1,082 ",$216 ,7,3,12/14/2018,0.21,5,1,353,,
76687,43355566,Design Hideaway in a Classic Brooklyn Townhouse,63606904579,verified,Emily,Brooklyn,Bedford-Stuyvesant,40.68714,-73.93443,United States,US,FALSE,strict,Entire home/apt,2005,$216 ,$43 ,4,44,6/15/2019,1.71,3,1,98,"1. NO SHOES IN THE HOUSE. Please, leave them behind the door 2. Please make sure that all the doors are     locked behind you when you leave 3. NO SMOKING, ABSOLUTELY NO DRUGS,     NO excessive alcohol consumption 4. Please, keep the noise level to the minimum       from 10pm to 8am  5. No parties. Please no unauthorized guests. Only checked in guests are allowed on the property 6. Be respectful to our neighbors  7. If you have any questions about anything     please ask freely, I am always happy to help     and make your stay pleasant. ENJOY!",
89433,50395182,Ultra-modern East Village apartment in luxury bldg,64605597946,unconfirmed,James,Manhattan,East Village,40.73281,-73.98686,United States,US,TRUE,strict,Entire home/apt,2022,$686 ,$137 ,4,12,05-05-2019,0.37,2,1,3,,
14365,8935126,Private Room in Williamsburg BK,48162193535,unconfirmed,Stuart,Brooklyn,Williamsburg,40.715,-73.95,United States,US,FALSE,strict,Private room,2014,"$1,104 ",$221 ,1,0,,,4,1,7,NO Shoes in the house. This is why my house is so clean!  NO Smoking inside or outside (cigarettes or anything else).  NO Parties (inside or outside). NO pets (inside or out)  This is a nice quiet neighborhood. Please be respectful of others.,
38250,22126811,Manhattan apt in the best part of NYC,53163182860,unconfirmed,Danielle,Manhattan,Washington Heights,40.85042,-73.93649,United States,US,FALSE,flexible,Entire home/apt,2015,$397 ,$79 ,5,1,01-05-2019,0.16,3,1,231,,
55599,31708664,Home away from home with Native New Yorker,41149656140,unconfirmed,Patricia,Manhattan,Midtown,40.75114,-73.96933,United States,US,FALSE,moderate,Private room,2008,$54 ,$11 ,2,9,02-03-2022,1.48,4,1,16,,
65729,37303463,Cosy & bright Bedroom - East Williamsburg,86265017291,verified,Emilie,Brooklyn,Williamsburg,40.7075,-73.94265,United States,US,TRUE,flexible,Private room,2015,"$1,029 ",$206 ,2,4,4/15/2021,0.29,4,2,0,,
21669,12969125,Cozy charming room close to Prospect Park,35630913355,unconfirmed,Helen,Brooklyn,Prospect-Lefferts Gardens,40.65642,-73.96085,United States,US,TRUE,strict,Private room,2014,$681 ,$136 ,14,7,6/30/2019,0.27,3,1,173,We expect guests to treat this as they would their own home.  We don't allow pets.  We don't allow smoking.,
7086,4914934,Designer's Red Hook Apartment,85785870190,unconfirmed,Carly,Brooklyn,Red Hook,40.67404,-74.01021,United States,US,TRUE,moderate,Entire home/apt,2010,$475 ,$95 ,5,51,5/15/2019,0.95,2,1,3,,
77473,43789674,Comfortable Room in 3 Bedroom Apartment,93094206601,verified,Justin,Queens,Ridgewood,40.70063,-73.90474,United States,US,TRUE,moderate,Private room,2021,$575 ,$115 ,15,0,,,1,1,0,#NAME?,
55884,31866069,Live like a local in Astoria- next to subway,52739322988,verified,Malissa,Queens,Ditmars Steinway,40.77613,-73.9104,United States,US,TRUE,strict,Entire home/apt,2016,$684 ,$137 ,90,77,1/31/2022,1.08,4,1,150,,
59374,33793596,Homey Brooklyn Duplex,32526114553,unconfirmed,Agate,Brooklyn,Crown Heights,40.67839,-73.9616,United States,US,FALSE,flexible,Entire home/apt,2009,"$1,037 ",$207 ,5,10,01-01-2022,0.23,4,1,53,,
79342,44821923,Quiet 1 Br Apartent in Historical Brooklyn Heights,72864544341,verified,Anastasia,Brooklyn,Brooklyn Heights,40.6961,-73.99329,United States,US,TRUE,strict,Private room,2015,$130 ,$26 ,2,5,11/16/2018,0.19,1,1,363,,
80099,45240014,Spacious and sunny 2-bedroom apt in Park Slope,238293642,verified,Ariel,Brooklyn,Park Slope,40.67079,-73.97384,United States,US,TRUE,moderate,Entire home/apt,2019,$574 ,$115 ,12,2,8/13/2017,0.08,3,1,0,,
11853,7547748,BRIGHT AND HUGE ROOM - BED STY BK,86867257744,unconfirmed,Pénélope,Brooklyn,Bedford-Stuyvesant,40.69436,-73.93144,United States,US,TRUE,strict,Private room,2008,$421 ,$84 ,,0,,,2,1,64,,
45430,26092325,New Studio on Historic  Street,385543426,verified,Sherley,Brooklyn,Bushwick,40.68937,-73.90903,United States,US,TRUE,flexible,Private room,2008,$582 ,$116 ,2,1,5/27/2019,0.68,2,4,354,Please take care of and respect the apartment as if it were your own home. We expect guests to be courteous of the other residents of the building. Both the building and apartment are strictly non-smoking. No pets allowed. Please do not use the hair dryer in the bathroom.,
79876,45116851,"Brooklyn Modern: Sunny 2BR, Boutique Style",19494964145,unconfirmed,Melissa,Brooklyn,Gowanus,40.6701,-73.98917,United States,US,FALSE,moderate,Entire home/apt,2020,$401 ,$80 ,2,100,07-07-2019,3.88,3,1,18,"Please be respectful of our neighbors and keep voices, music, etc at a reasonable volume.  Please be tidy and take good care of our home. No shoes on the area rug, be neat with food and drink.",
604,1334925,"Spacious, Kid-Friendly 2 BR in West Village",55328430242,verified,Melissa,Manhattan,West Village,40.73507,-74.00048,,,,,Entire home/apt,2004,$694 ,$139 ,3,13,5/26/2019,0.15,1,1,221,,
92328,51994090,Aysgarth Brooklyn,85246746203,verified,Cheryl,Brooklyn,Prospect Heights,40.68001,-73.96557,United States,US,TRUE,moderate,Entire home/apt,2019,$65 ,$13 ,5,6,6/14/2019,0.34,2,1,177,,
40802,23536281,Huge sunny room with private bath,10641749104,unconfirmed,Alex,Brooklyn,Crown Heights,40.67375,-73.91242,United States,US,FALSE,strict,Private room,2004,$514 ,$103 ,30,5,3/31/2019,0.93,2,2,0,We live in close proximity to our neighbors so we are not able to allow parties or large gatherings or late night partying.,
19073,11535354,"Private, cozy room in the Center of Manhattan",28768979819,unconfirmed,Nuan,Manhattan,SoHo,40.72058,-73.99807,United States,US,TRUE,flexible,Private room,2022,$653 ,$131 ,3,21,6/15/2019,0.63,1,2,82,,
89971,50692319,Cozy room + unlimited metrocard,62701939025,verified,Ignacio,Brooklyn,Bushwick,40.6901,-73.91447,United States,US,TRUE,flexible,Private room,2005,"$1,095 ",$219 ,4,0,,,1,2,0,,
99623,56023119,Sunny Immaculate Spacious 1-bdrm-1 block to C Park,23101100433,verified,Debbie,Manhattan,Upper West Side,40.79985,-73.96138,United States,US,FALSE,moderate,Entire home/apt,2013,$545 ,$109 ,7,7,3/19/2018,0.22,5,1,99,,
59200,33697496,"HIDDEN GEM STUDIO APT. - PELHAM BAY, NY",34060384073,unconfirmed,Sandra,Bronx,Schuylerville,40.83767,-73.82893,United States,US,TRUE,flexible,Entire home/apt,2016,$208 ,$42 ,2,4,01-02-2022,1.32,5,1,61,,
38861,22464266,Aziza's Cosy Apartment,32077952701,unconfirmed,Aziza,Manhattan,Harlem,40.8206,-73.93779,United States,US,FALSE,strict,Private room,2019,"$1,028 ",$206 ,5,1,01-02-2019,0.16,2,1,0,"just act like my friend in building and don't be mean to Jack, he's ugly I know but sweet and small.",
43519,25036880,Bright modern loft in Crown Heights brownstone,83637779805,verified,Francesco,Brooklyn,Crown Heights,40.67807,-73.95532,United States,US,FALSE,moderate,Entire home/apt,2009,$269 ,$54 ,4,7,6/20/2019,2.5,2,1,28,"No Smoking, no pets, no late night parties, five people in home only",
78474,44342526,Artist Loft Bedroom,76757596868,unconfirmed,Gera & Werc,Brooklyn,Bushwick,40.70322,-73.92025,United States,US,FALSE,flexible,Private room,2016,$756 ,$151 ,5,18,5/15/2019,0.77,3,1,66,,
35423,20565459,Hip Apartment in Brooklyn w/ lots of amenities,86823226035,unconfirmed,Sam,Brooklyn,Bedford-Stuyvesant,40.67765,-73.92345,United States,US,FALSE,strict,Entire home/apt,2015,$543 ,$109 ,2,17,6/24/2019,1.73,4,1,11,My unit is one of 3 in the building.  My place is penthouse level so please just be considerate of my neighbors downstairs.,
37533,21730812,**  2 Bedrooms in Central NYC! ***,2870135722,unconfirmed,Bruce,Manhattan,Midtown,40.75175,-73.98499,United States,US,FALSE,moderate,Entire home/apt,2013,$996 ,$199 ,28,4,5/20/2019,0.51,3,1,147,No smoking. No hosting visitors in-house.,
61399,34912004,Cozy Room in Historic Park Slope,12587029257,verified,Ian,Brooklyn,Park Slope,40.67388,-73.98005,United States,US,FALSE,moderate,Private room,2005,$365 ,$73 ,2,26,12-12-2021,2.65,2,1,91,,
98772,55553112,Modern guest suite in historic home,4159810839,unconfirmed,Greg,Brooklyn,Bedford-Stuyvesant,40.6816,-73.93282,United States,US,FALSE,strict,Entire home/apt,2011,$878 ,$176 ,5,4,04-03-2019,0.44,4,1,0,"LAUNDRY - Laundry can be done by the visitor before 10 pm, preferably on weekends. - Please provide your own detergent and fabric conditioner. Keep the machine clean and remember to clean the filter before and after use. - Please ask hosts to teach you how to operate the machines if you are not familiar with it. - Please limit your load and washes as not to overload the machine. - One wash per week will be ideal. HOUSEKEEPING - The bedrooms shall be kept clean and tidy by the visitor. - Please be respectful of others and keep the bathroom clean – do not leave dirty clothes and trash lying around. - Each visitor is responsible for cleaning their own dirty dishes and throwing their own trash in the garbage bin outside. - Please provide your own toiletries such as bath soap, shampoo and toothpaste.  KITCHEN USE  - We are sharing our kitchen and kitchenware stuff. Please make sure to take care of them and make sure you clean, dry and put them back where you found them. If you are cooking, ",
23153,13788738,Cozy Studio Apartment in Harlem/ Manhattan area,48072502808,verified,Kim,Manhattan,Harlem,40.80722,-73.95614,United States,US,FALSE,moderate,Entire home/apt,2015,$215 ,$43 ,1,2,5/23/2017,0.08,2,1,0,Pets may be allowed for short stays - please check with the hosts. Small/medium sized well-behaved dogs and cats are likely fine. Please clean/put away anything you use from the kitchen. **Check-in time is 2pm and check out time is by 11am. However we can likely make arrangements to leave your bags if you are arriving earlier or not leaving Boston until later in the day.,
55915,31883191,Splendid on The Park,49538288997,verified,Diane And Craig,Manhattan,Harlem,40.80655,-73.94629,United States,US,TRUE,flexible,Entire home/apt,2012,$464 ,$93 ,30,57,1/31/2022,1.17,2,2,169,,
47456,27211285,Rare Spacious 2 Bedroom apartment with yard...,57189499301,unconfirmed,Wanderson,Brooklyn,Bedford-Stuyvesant,40.69819,-73.94719,United States,US,TRUE,strict,Entire home/apt,2005,$978 ,$196 ,2,1,07-01-2019,1,2,1,347,Will send it as soon as reservation is confirmed.,
99983,56221947,Perfect Location! Spacious Upper West Side Flat,46423009890,unconfirmed,Ali Nicole,Manhattan,Upper West Side,40.7768,-73.98217,United States,US,FALSE,moderate,Entire home/apt,2022,$598 ,$120 ,2,65,06-10-2019,2.04,5,1,5,#NAME?,
47549,27262649,Sunny 5Br 4Ba - Townhouse on Upper East Side,35566983617,unconfirmed,Oliver,Manhattan,Upper East Side,40.77587,-73.95308,United States,US,FALSE,flexible,Entire home/apt,2019,$114 ,$23 ,4,0,,,4,1,270,"Hello! You will be sharing the apartment in a private room with my roommate and our very friendly dog. Also, the door to the room is a curtain, not a full door, so it is less private. Please understand this situation before booking. We have had dozens of other guests who have all had a great time!",
74290,42031703,Bushwick Brooklyn NY Sunny Apartment,83216711272,unconfirmed,Lakisha,Brooklyn,Bushwick,40.68757,-73.91183,United States,US,FALSE,strict,Entire home/apt,2021,$671 ,$134 ,1,11,6/30/2019,2.56,4,8,177,,
8051,5447903,Upper East Side - Private Room,17626102460,verified,Jiaying,Manhattan,Upper East Side,40.78428,-73.94872,United States,US,FALSE,moderate,Private room,2009,$795 ,$159 ,4,1,5/19/2015,0.02,1,1,262,"Just be clean, be tidy, be yourself and enjoy your stay.",
32866,19153228,Cozy & Elegant 1 bedroom,57968971784,unconfirmed,Lilee,Manhattan,Hell's Kitchen,40.75574,-73.99723,United States,US,TRUE,strict,Private room,2005,$679 ,$136 ,2,16,5/31/2019,1.26,2,1,12,All Renters and Guests must be 25 years of age unless accompanied by a parent or guardian. Parties of any kind are not allowed. There is no smoking allowed in the boat. Use of illegal substances will be cause for immediate termination of the rental and reported to the police. All pets must be on a leash when outside the boat.  Quiet hours are between 9:30pm and 8am.  Noise must be kept to a minimum during this time period. ,
23121,13771064,Home home sweet home,13236970252,unconfirmed,Leah,Queens,Woodside,40.74204,-73.90639,United States,US,FALSE,moderate,Private room,2008,$447 ,$89 ,2,3,5/28/2017,0.12,3,1,0,"We suggest you use email or texting contact us if need, do not call us. We will not accept calling from AirBnB guests. We will back to you ASAP. ",
100633,56580942,Elegant 3BR with Backyard (15 Mins to Manhattan!),47462228345,unconfirmed,Nikita,Brooklyn,Bedford-Stuyvesant,40.68314,-73.93124,United States,US,FALSE,strict,Entire home/apt,2003,$182 ,$36 ,2,67,6/21/2019,2.27,2,3,250,"Please just keep your area reasonably clean and pick up after yourself.  Nothing special.  All the kitchen appliances that are there are available for your use.  Just wash your dishes and pick up any trash you have.   If anything gets dirty, no need to be embarrassed.  Just let us know so we can take care of it as soon as possible.   Also no smoking and no loud parties.  Come, enjoy yourself and have fun.",
15260,9429434,Buck room at Casa de la Luna,47952576457,unconfirmed,Jessica,Brooklyn,Bedford-Stuyvesant,40.6886,-73.94153,United States,US,FALSE,moderate,Private room,2019,$214 ,$43 ,2,0,,,1,3,303,"There is no smoking in any of the house rooms.    Single guests are preferred, but exceptions are made to accommodate 2 people if needed.  The Office Room will only accommodate 1 person.   Every effort is made to insure guest privacy, and quiet, especially during late evening hours.",
43409,24976127,STYLISH 2 BEDROOM APART. IN PRIME UPPER WEST SIDE,1489967482,unconfirmed,Antonio,Manhattan,Upper West Side,40.7977,-73.96115,United States,US,TRUE,flexible,Entire home/apt,2008,$636 ,$127 ,4,9,6/20/2019,3.65,2,1,132,"No smoking, drugs, alcohol or pets allowed in the property, including the balcony. No overnight guests or parties.",
